,title,mp3_url,midi_url,metadata
0,"
	 A a a ardo gorri naparra         
	",https://bdb.bertsozale.eus/common/file/get/32013,https://bdb.bertsozale.eus/common/file/get/24493,"['Lau puntuko berezia', 'ABDE', '7/7/7/7']"
1,"
	 A hor goian etxea         
	",https://bdb.bertsozale.eus/common/file/get/31257,https://bdb.bertsozale.eus/common/file/get/20932,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '7/6']"
2,"
	 A la fuente vas por agua         
	",https://bdb.bertsozale.eus/common/file/get/31765,https://bdb.bertsozale.eus/common/file/get/25297,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
3,"
	 A mutil kopetilun         / Ai mutil kopetilun      
	",https://bdb.bertsozale.eus/common/file/get/31325,https://bdb.bertsozale.eus/common/file/get/20935,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '10/3']"
4,"
	 A zer alegrantzia         
	",https://bdb.bertsozale.eus/common/file/get/31781,https://bdb.bertsozale.eus/common/file/get/24901,"['Hamabiko txikia (hg) / Sei puntuko txikia (ip)', 'ABD...', '7/6']"
5,"
	 Añak añetari         
	",https://bdb.bertsozale.eus/common/file/get/31163,https://bdb.bertsozale.eus/common/file/get/18934,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
6,"
	 Abade bat bizi zan         
	",https://bdb.bertsozale.eus/common/file/get/31861,https://bdb.bertsozale.eus/common/file/get/18730,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2BA2', '13/13']"
7,"
	 Abbadie jauna zuri         
	",https://bdb.bertsozale.eus/common/file/get/31899,https://bdb.bertsozale.eus/common/file/get/18733,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
8,,,,[]
9,"
	 Abenduan hogeian         
	",https://bdb.bertsozale.eus/common/file/get/31939,https://bdb.bertsozale.eus/common/file/get/18736,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDB', '3/9/1']"
10,"
	 Abenduan hogeita         
	",https://bdb.bertsozale.eus/common/file/get/31976,https://bdb.bertsozale.eus/common/file/get/18739,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDB', '3/9/1']"
11,"
	 Abenduaren lauean         / Ehun libera balio         / Maitiak galdegin zautan   
	",https://bdb.bertsozale.eus/common/file/get/32051,https://bdb.bertsozale.eus/common/file/get/24496,"['Lau puntuko berdina, 8 silabaz', 'ABDE', '8/8/8/8']"
12,"
	 Abenduaren lehendabiziko I         
	",https://bdb.bertsozale.eus/common/file/get/33430,https://bdb.bertsozale.eus/common/file/get/22714,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'A1A2BA2', '5/5/5/3']"
13,"
	 Abenduaren lehendabiziko II         
	",https://bdb.bertsozale.eus/common/file/get/31591,https://bdb.bertsozale.eus/common/file/get/26227,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '10/8']"
14,"
	 Abenduaren zazpian I         
	",https://bdb.bertsozale.eus/common/file/get/32090,https://bdb.bertsozale.eus/common/file/get/24499,"['Seikoa, berdinaren moldekoa, 5 puntuz (hg) / Bost puntukoa, berdinaren moldekoa (ip)', 'AADE', '8/8/8/8']"
15,"
	 Abenduaren zazpian II         
	",https://bdb.bertsozale.eus/common/file/get/32126,https://bdb.bertsozale.eus/common/file/get/24502,"['Seikoa, berdinaren moldekoa, 5 puntuz (hg) / Bost puntukoa, berdinaren moldekoa (ip)', 'AABDAA', '8/8/8/8/8']"
16,"
	 Abenduaren zazpian III         / Abenduaren hamarraz      
	",https://bdb.bertsozale.eus/common/file/get/32162,https://bdb.bertsozale.eus/common/file/get/24505,"['Seikoa, berdinaren moldekoa, 5 puntuz (hg) / Bost puntukoa, berdinaren moldekoa (ip)', 'ABDEAB', '8/8/8/8/8']"
17,"
	 Abenduaren zazpian IV         / Sartu ginaden Ziburun      
	",https://bdb.bertsozale.eus/common/file/get/32198,https://bdb.bertsozale.eus/common/file/get/24508,"['Seikoa, berdinaren moldekoa, 4 puntuz (hg) / Lau puntukoa, berdinaren moldekoa (ip)', 'ABDEF', '8/8/8/8/8']"
18,"
	 Abenduko hilaren I         
	",https://bdb.bertsozale.eus/common/file/get/32016,https://bdb.bertsozale.eus/common/file/get/18742,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2BD', '6/1/6']"
19,"
	 Abenduko hilaren III         / Artzaiak saltoka      
	",https://bdb.bertsozale.eus/common/file/get/31841,https://bdb.bertsozale.eus/common/file/get/25300,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
20,"
	 Abertitzera noa         
	",https://bdb.bertsozale.eus/common/file/get/32053,https://bdb.bertsozale.eus/common/file/get/18745,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'AABD', '7/6']"
21,,,,[]
22,"
	 Abiatu da bere bidean         
	",https://bdb.bertsozale.eus/common/file/get/31643,https://bdb.bertsozale.eus/common/file/get/26608,"['Hamarreko handia (hg) / Bost puntuko handia (ip)', 'AABDE', '5/5/5/3']"
23,,,,[]
24,"
	 Adanen pekatuak         
	",https://bdb.bertsozale.eus/common/file/get/32092,https://bdb.bertsozale.eus/common/file/get/18748,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDB', '7/6']"
25,"
	 Adierazo nahi det         / Fueroak      
	",https://bdb.bertsozale.eus/common/file/get/32128,https://bdb.bertsozale.eus/common/file/get/18751,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDA', '7/6']"
26,"
	 Adio ene aita ta ama         / Pelegri airea      
	",https://bdb.bertsozale.eus/common/file/get/32521,https://bdb.bertsozale.eus/common/file/get/21925,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '4/5/5/2/2']"
27,"
	 Adio Luzaideko         
	",https://bdb.bertsozale.eus/common/file/get/33000,https://bdb.bertsozale.eus/common/file/get/26122,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABD1D2B', '7/6']"
28,,,,[]
29,"
	 Adio Sara adio Azkain         
	",https://bdb.bertsozale.eus/common/file/get/30974,https://bdb.bertsozale.eus/common/file/get/22363,"['Seikoa, ertainaren moldekoa, 3 puntuz (hg) / Hiru puntukoa, ertainaren moldekoa (ip)', 'ABD', '4/5/1/4/4']"
30,"
	 Adios aita beraz         
	",https://bdb.bertsozale.eus/common/file/get/32164,https://bdb.bertsozale.eus/common/file/get/18754,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'AABD', '13']"
31,"
	 Adios ene maitia         
	",https://bdb.bertsozale.eus/common/file/get/32238,https://bdb.bertsozale.eus/common/file/get/23758,"['Seiko ertaina (hg) / Hiru puntuko ertaina (ip)', 'ABA', '8/7']"
32,"
	 Adios eskerrik asko         
	",https://bdb.bertsozale.eus/common/file/get/31361,https://bdb.bertsozale.eus/common/file/get/25825,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '7/6']"
33,"
	 Adios Galarraga         / Galarragako kantoria      
	",https://bdb.bertsozale.eus/common/file/get/31012,https://bdb.bertsozale.eus/common/file/get/23866,"['Zortziko ertaina (hg) / Lau puntuko ertaina (ip)', 'A1A2BA2', '8/7']"
34,"
	 Adios izar eder         
	",https://bdb.bertsozale.eus/common/file/get/32237,https://bdb.bertsozale.eus/common/file/get/18757,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2BA', '13']"
35,"
	 Adios izar ederra         / Sotoko oporra         / Aitak eman zerautan   
	",https://bdb.bertsozale.eus/common/file/get/32275,https://bdb.bertsozale.eus/common/file/get/18760,"['Zortzikoa, txikiaren modekoa, 4 puntuz (hg) / Lau puntukoa, txikiaren modekoa (ip)', 'A1A2BA2', '7/6']"
36,,,,[]
37,"
	 Aditu ezazute         
	",https://bdb.bertsozale.eus/common/file/get/32342,https://bdb.bertsozale.eus/common/file/get/21559,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABAB2B1', '7/6']"
38,,,,[]
39,"
	 Adixkidia Andoaindikan         / Hamaika hola erdipurdiko         / Oilokirena   
	",https://bdb.bertsozale.eus/common/file/get/33467,https://bdb.bertsozale.eus/common/file/get/22717,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'AABA2', '4/5/5/4']"
40,"
	 Adizan Gabriela I         
	",https://bdb.bertsozale.eus/common/file/get/32313,https://bdb.bertsozale.eus/common/file/get/18763,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2BA2', '7/6']"
41,"
	 Adizan Gabriela II         / Aditu Gabriela      
	",https://bdb.bertsozale.eus/common/file/get/31878,https://bdb.bertsozale.eus/common/file/get/25303,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2BA2', '7/6']"
42,"
	 Ageda zertarako I         / Orain para bihaitut I      
	",https://bdb.bertsozale.eus/common/file/get/32420,https://bdb.bertsozale.eus/common/file/get/21562,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDEF', '13']"
43,"
	 Ager dezaigula nor den         
	",https://bdb.bertsozale.eus/common/file/get/31514,https://bdb.bertsozale.eus/common/file/get/24076,"['Seikoa, berdinaren moldekoa, 5 puntuz (hg) / Bost puntukoa, berdinaren moldekoa (ip)', 'ABDEF', '8/8/18/8/']"
44,"
	 Ager zaite zeruko         
	",https://bdb.bertsozale.eus/common/file/get/31357,https://bdb.bertsozale.eus/common/file/get/20938,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '7/6']"
45,"
	 Agindu eta eman         
	",https://bdb.bertsozale.eus/common/file/get/31391,https://bdb.bertsozale.eus/common/file/get/20941,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '7/6']"
46,"
	 Agitz San Migeletako         
	",https://bdb.bertsozale.eus/common/file/get/32352,https://bdb.bertsozale.eus/common/file/get/18766,"['Zortzikoa, txikiaren modekoa, 4 puntuz (hg) / Lau puntukoa, txikiaren modekoa (ip)', 'A1A2BD', '7/6']"
47,"
	 Agor iturria ta         / Euxebiori      
	",https://bdb.bertsozale.eus/common/file/get/32391,https://bdb.bertsozale.eus/common/file/get/18769,"['Hamabiko txikia (hg) / Sei puntuko txikia (ip)', 'A1BDA2', '6/1/6']"
48,"
	 Agostoko hilaren I         
	",https://bdb.bertsozale.eus/common/file/get/32497,https://bdb.bertsozale.eus/common/file/get/21568,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDA2B', '7/6']"
49,"
	 Agostoko hilaren II         
	",https://bdb.bertsozale.eus/common/file/get/32531,https://bdb.bertsozale.eus/common/file/get/21571,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDEA', '6/7']"
50,"
	 Agostoko hilaren III         
	",https://bdb.bertsozale.eus/common/file/get/31918,https://bdb.bertsozale.eus/common/file/get/25306,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '6/7']"
51,"
	 Agostuaren hamabosgarren I         
	",https://bdb.bertsozale.eus/common/file/get/32555,https://bdb.bertsozale.eus/common/file/get/21928,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '5/5/5/3']"
52,"
	 Agostuaren hamabosgarren II         
	",https://bdb.bertsozale.eus/common/file/get/32593,https://bdb.bertsozale.eus/common/file/get/21931,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'A1A2', '5/5/5/3']"
53,,,,[]
54,,,,[]
55,"
	 Agur adiskidea         / Oxalde eta Etxahun         / Ortziraletan dute   
	",https://bdb.bertsozale.eus/common/file/get/32567,https://bdb.bertsozale.eus/common/file/get/21574,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDEAB', '6/7']"
56,"
	 Agur-agur adiskidik         / Pilotarien biltzarra      
	",https://bdb.bertsozale.eus/common/file/get/32429,https://bdb.bertsozale.eus/common/file/get/18772,"['Zortzikoa, txikiaren modekoa, 4 puntuz (hg) / Lau puntukoa, txikiaren modekoa (ip)', 'ABAD', '13']"
57,"
	 Agur agur jende noblia         
	",https://bdb.bertsozale.eus/common/file/get/31664,https://bdb.bertsozale.eus/common/file/get/26230,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'ABA', '10/8']"
58,"
	 Agur-agur otsoa         
	",https://bdb.bertsozale.eus/common/file/get/31550,https://bdb.bertsozale.eus/common/file/get/24079,"['Kopla handiaren moldekoa', 'ABD', '8/8/10/8']"
59,"
	 Agur-agur otsoko         / Astoa heldu bortutik      
	",https://bdb.bertsozale.eus/common/file/get/31584,https://bdb.bertsozale.eus/common/file/get/24082,"['Kopla handiaren moldekoa', 'ABD', '8/8/10/8']"
60,"
	 Agur arrosarioko         
	",https://bdb.bertsozale.eus/common/file/get/32466,https://bdb.bertsozale.eus/common/file/get/18775,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2B1B2', '7/6']"
61,"
	 Agur Balentin Berriotxoa         
	",https://bdb.bertsozale.eus/common/file/get/32632,https://bdb.bertsozale.eus/common/file/get/21934,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '5/5/5/3']"
62,"
	 Agur bana eginaz         
	",https://bdb.bertsozale.eus/common/file/get/32604,https://bdb.bertsozale.eus/common/file/get/21577,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDAB', '4/3/4/2']"
63,"
	 Agur bihotzez egiten dizu         
	",https://bdb.bertsozale.eus/common/file/get/54702,https://bdb.bertsozale.eus/common/file/get/54689,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '4/5/5/4']"
64,"
	 Agur Bizkaiko seme         
	",https://bdb.bertsozale.eus/common/file/get/32897,https://bdb.bertsozale.eus/common/file/get/27052,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '7/6']"
65,,,,[]
66,"
	 Agur ene herri Jaunak naroa         
	",https://bdb.bertsozale.eus/common/file/get/32668,https://bdb.bertsozale.eus/common/file/get/21937,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'A1A2A3A4', '5/5/5/3']"
67,"
	 Agur ene maitea         
	",https://bdb.bertsozale.eus/common/file/get/32506,https://bdb.bertsozale.eus/common/file/get/18778,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'A1A2BD', '7/6']"
68,"
	 Agur erregin goienekoa         
	",https://bdb.bertsozale.eus/common/file/get/33503,https://bdb.bertsozale.eus/common/file/get/22720,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'A1A2BD', '5/5/5/3']"
69,"
	 Agur errosarioko         
	",https://bdb.bertsozale.eus/common/file/get/30841,https://bdb.bertsozale.eus/common/file/get/21448,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'A1BA2', '7/6']"
70,"
	 Agur eta erdi         
	",https://bdb.bertsozale.eus/common/file/get/32540,https://bdb.bertsozale.eus/common/file/get/18781,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDB', '7/6']"
71,"
	 Agur eta ohore I         / Udaberria da-ta      
	",https://bdb.bertsozale.eus/common/file/get/32576,https://bdb.bertsozale.eus/common/file/get/18784,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'Hutsik', 'ABDE', '7/6']"
72,"
	 Agur eta ohore II         
	",https://bdb.bertsozale.eus/common/file/get/32651,https://bdb.bertsozale.eus/common/file/get/18787,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABAB', '13']"
73,"
	 Agur eta ohore III         
	",https://bdb.bertsozale.eus/common/file/get/32687,https://bdb.bertsozale.eus/common/file/get/18790,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '13']"
74,,,,[]
75,"
	 Agur etxeko andria I         
	",https://bdb.bertsozale.eus/common/file/get/32276,https://bdb.bertsozale.eus/common/file/get/23761,"['Seiko ertaina (hg) / Hiru puntuko ertaina (ip)', 'ABD', '8/7']"
76,"
	 Agur etxeko andria II         
	",https://bdb.bertsozale.eus/common/file/get/32314,https://bdb.bertsozale.eus/common/file/get/23764,"['Seiko ertaina (hg) / Hiru puntuko ertaina (ip)', 'AB1B2', '15']"
77,,,,[]
78,,,,[]
79,"
	 Agur Itziarko         
	",https://bdb.bertsozale.eus/common/file/get/32235,https://bdb.bertsozale.eus/common/file/get/24511,"['Seiko berdina, 3 puntuz eta 6 silabaz (hg) / Hiru puntuko berdina, 12 silabaz (ip)', 'ABD', '6/6/6/6']"
80,"
	 Agur jaunak         
	",https://bdb.bertsozale.eus/common/file/get/31499,https://bdb.bertsozale.eus/common/file/get/25057,"['Neurri berezikoak', 'ABD', '8/4/8/8/8']"
81,"
	 Agur Jesusen ama I         
	",https://bdb.bertsozale.eus/common/file/get/32724,https://bdb.bertsozale.eus/common/file/get/18793,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
82,"
	 Agur Jesusen ama II         
	",https://bdb.bertsozale.eus/common/file/get/32762,https://bdb.bertsozale.eus/common/file/get/18796,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'AABD', '7/6']"
83,,,,[]
84,,,,[]
85,"
	 Agur maiteño hola izateko         
	",https://bdb.bertsozale.eus/common/file/get/32705,https://bdb.bertsozale.eus/common/file/get/21940,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'A1A2', '1/5/5/5/2']"
86,"
	 Agur Maria Belengo         
	",https://bdb.bertsozale.eus/common/file/get/32796,https://bdb.bertsozale.eus/common/file/get/18799,"['Zortzikoa, txikiaren modekoa, 4 puntuz (hg) / Lau puntukoa, txikiaren modekoa (ip)', 'AAB1B2', '7/6']"
87,"
	 Agur, nik ere agur         / Butterfly      
	",https://bdb.bertsozale.eus/common/file/get/78762,https://bdb.bertsozale.eus/common/file/get/78760,['Hutsik']
88,,,,[]
89,"
	 Agur zeruen edertasuna         
	",https://bdb.bertsozale.eus/common/file/get/33540,https://bdb.bertsozale.eus/common/file/get/22723,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'AABD', '5/5/5/3']"
90,"
	 Agur zeruko ama         
	",https://bdb.bertsozale.eus/common/file/get/32835,https://bdb.bertsozale.eus/common/file/get/18802,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
91,"
	 Agur zier jente hunak         / Entzun berri hau anaiok         / Pastoral doinua   
	",https://bdb.bertsozale.eus/common/file/get/32312,https://bdb.bertsozale.eus/common/file/get/24514,"['Lauko berdina, 2 puntuz eta 8 silabaz (hg) / Bi puntuko berdina, 16 silabaz (ip)', 'AA', '8/8/8/8']"
92,"
	 Agure zahar batek zion         
	",https://bdb.bertsozale.eus/common/file/get/31049,https://bdb.bertsozale.eus/common/file/get/23869,"['Zortziko ertaina (hg) / Lau puntuko ertaina (ip)', 'ABAB', '8/7']"
93,"
	 Agure zahar-zahar batek I         
	",https://bdb.bertsozale.eus/common/file/get/31463,https://bdb.bertsozale.eus/common/file/get/20944,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '1/7/5']"
94,"
	 Agure zahar-zahar batek II         
	",https://bdb.bertsozale.eus/common/file/get/32872,https://bdb.bertsozale.eus/common/file/get/18805,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABAB', '13']"
95,,,,[]
96,"
	 Agurrarekin ohore         
	",https://bdb.bertsozale.eus/common/file/get/31087,https://bdb.bertsozale.eus/common/file/get/23872,"['Zortziko ertaina (hg) / Lau puntuko ertaina (ip)', 'ABDE', '8/7']"
97,"
	 Agurtzen ditut maiteminakin         
	",https://bdb.bertsozale.eus/common/file/get/30802,https://bdb.bertsozale.eus/common/file/get/22726,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'ABAB', '9/1/3/5']"
98,"
	 Agustin nere bihotzekua I         / Apezen kontra ginan      
	",https://bdb.bertsozale.eus/common/file/get/31010,https://bdb.bertsozale.eus/common/file/get/22366,"['Seiko handia (hg) / Hiru puntuko handia (ip)', 'ABD', '10/8']"
99,"
	 Agustin nere bihotzekua II         / Jose Joakin      
	",https://bdb.bertsozale.eus/common/file/get/31048,https://bdb.bertsozale.eus/common/file/get/22369,"['Seiko handia (hg) / Hiru puntuko handia (ip)', 'ABA', '4/5/7/2']"
100,"
	 Agustin nere bihotzekua III         / Migel Agustin munduan gaizki      
	",https://bdb.bertsozale.eus/common/file/get/31085,https://bdb.bertsozale.eus/common/file/get/22372,"['Seiko handia (hg) / Hiru puntuko handia (ip)', 'ABA', '4/5/5/4']"
101,"
	 Agustin nere bihotzekua IV         / Jose Agustin nere laguna         / Gure etxian bi oilo dira   
	",https://bdb.bertsozale.eus/common/file/get/30961,https://bdb.bertsozale.eus/common/file/get/26353,"['Seiko handia (hg) / Hiru puntuko handia (ip)', 'ABD', '5/5/4/4']"
102,"
	 Ahaide delezius huntan         
	",https://bdb.bertsozale.eus/common/file/get/30836,https://bdb.bertsozale.eus/common/file/get/22729,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'AABA', '4/5/1/4/4']"
103,"
	 Ahaide ederrenetan         
	",https://bdb.bertsozale.eus/common/file/get/32913,https://bdb.bertsozale.eus/common/file/get/18808,"['Sei puntukoa, handiaren moldekoa', 'ABA2A3', '7/6']"
104,"
	 Ahaire zahar huntan I         
	",https://bdb.bertsozale.eus/common/file/get/32950,https://bdb.bertsozale.eus/common/file/get/18811,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'AABA', '7/6']"
105,"
	 Ahaire zahar huntan II         
	",https://bdb.bertsozale.eus/common/file/get/32987,https://bdb.bertsozale.eus/common/file/get/18814,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'AABA', '7/6']"
106,"
	 Ahargu eta kanbilu         
	",https://bdb.bertsozale.eus/common/file/get/31128,https://bdb.bertsozale.eus/common/file/get/24049,"['Seikoa, ertainaren moldekoa, 4 puntuz (hg) / Lau puntukoa, ertainaren moldekoa (ip)', 'ABDAB2', '8/8/8/7/']"
107,"
	 Ahuntzak buztana zutik         
	",https://bdb.bertsozale.eus/common/file/get/31620,https://bdb.bertsozale.eus/common/file/get/24085,"['Kopla handia', 'AAB', '8/8/10/8']"
108,"
	 Ai ai eta zer ote dut         
	",https://bdb.bertsozale.eus/common/file/get/32353,https://bdb.bertsozale.eus/common/file/get/23767,"['Seiko ertaina (hg) / Hiru puntuko ertaina (ip)', 'ABA2', '8/7']"
109,"
	 Ai Bergara Bergara         
	",https://bdb.bertsozale.eus/common/file/get/54707,https://bdb.bertsozale.eus/common/file/get/30400,"['ABDE', '7 / 7']"
110,"
	 Ai gure antzinako         / Saratarra naizela II         / Esne saltzailearena   
	",https://bdb.bertsozale.eus/common/file/get/32642,https://bdb.bertsozale.eus/common/file/get/21580,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDEFG', '6/7']"
111,"
	 Ai hau bizimodua         
	",https://bdb.bertsozale.eus/common/file/get/31396,https://bdb.bertsozale.eus/common/file/get/25828,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '7/6']"
112,"
	 Ai hau gauaren zoragarria I         
	",https://bdb.bertsozale.eus/common/file/get/32744,https://bdb.bertsozale.eus/common/file/get/21943,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'A1A2', '4/5/5/2/2']"
113,"
	 Ai hau gauaren zoragarria II         
	",https://bdb.bertsozale.eus/common/file/get/32816,https://bdb.bertsozale.eus/common/file/get/21946,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'A1A2', '18']"
114,"
	 Ai hau gauaren zoragarria III         
	",https://bdb.bertsozale.eus/common/file/get/32855,https://bdb.bertsozale.eus/common/file/get/21949,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '2/5/5/5']"
115,"
	 Ai hau gauaren zoragarria IV         
	",https://bdb.bertsozale.eus/common/file/get/31698,https://bdb.bertsozale.eus/common/file/get/26233,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '10/8']"
116,,,,[]
117,"
	 Ai hau pena ta pesalonbrea I         
	",https://bdb.bertsozale.eus/common/file/get/31119,https://bdb.bertsozale.eus/common/file/get/22375,"['Seiko handia (hg) / Hiru puntuko handia (ip)', 'ABA', '5/5/4/4']"
118,"
	 Ai hau pena ta pesalonbrea II         
	",https://bdb.bertsozale.eus/common/file/get/31154,https://bdb.bertsozale.eus/common/file/get/22378,"['Seiko handia (hg) / Hiru puntuko handia (ip)', 'ABA', '5/5/4/4']"
119,"
	 Ai hau zoritxarreko         
	",https://bdb.bertsozale.eus/common/file/get/31498,https://bdb.bertsozale.eus/common/file/get/20947,"['Lauko txikia (hg) / Bi puntuko txikia (ip)', 'AB', '1/6/1/5']"
120,"
	 Ai hori begi ederra A         / Nere aberri laztana         / Afrikako gerrarena   
	",https://bdb.bertsozale.eus/common/file/get/31656,https://bdb.bertsozale.eus/common/file/get/24088,"['Zortzikoa, berdinaren moldekoa, 7 puntuz (hg) / Zazpi puntukoa, berdinaren moldekoa (ip)', 'ABDE...', '8/8/8/18/']"
121,"
	 Ai hori begi ederra B         / Partitu ginen herritik      
	",https://bdb.bertsozale.eus/common/file/get/31692,https://bdb.bertsozale.eus/common/file/get/24091,"['Zortzikoa, berdinaren moldekoa, 7 puntuz (hg) / Zazpi puntukoa, berdinaren moldekoa (ip)', 'ABDEFBD', '8/8/8/18/']"
122,"
	 Ai kontu gurasoak         
	",https://bdb.bertsozale.eus/common/file/get/33091,https://bdb.bertsozale.eus/common/file/get/18817,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABAD', '7/4/2']"
123,"
	 Ai nere bihotzeko I         
	",https://bdb.bertsozale.eus/common/file/get/33128,https://bdb.bertsozale.eus/common/file/get/18820,"['Zortzikoa, txikiaren modekoa, 4 puntuz (hg) / Lau puntukoa, txikiaren modekoa (ip)', 'ABDB', '1/6/1/5']"
124,,,,[]
125,"
	 Ai neure baltzerana         
	",https://bdb.bertsozale.eus/common/file/get/33166,https://bdb.bertsozale.eus/common/file/get/18823,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABAB', '13']"
126,"
	 Ai neure Jesus ai neure jabe         
	",https://bdb.bertsozale.eus/common/file/get/31734,https://bdb.bertsozale.eus/common/file/get/26236,"['Lauko handia (hg) / Bi puntuko handia (ip)', 'AB', '10/8']"
127,"
	 Ai Peru Peru Peru         
	",https://bdb.bertsozale.eus/common/file/get/31958,https://bdb.bertsozale.eus/common/file/get/25309,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'ABDE', '7/6']"
128,"
	 Aizak Txanton Premini II         
	",https://bdb.bertsozale.eus/common/file/get/33035,https://bdb.bertsozale.eus/common/file/get/26125,"['Hamarreko txikia (hg) / Bost puntuko txikia (ip)', 'ABDEB', '7/6']"
129,"
	 Ai ze gizon zuhurra dan         
	",https://bdb.bertsozale.eus/common/file/get/33200,https://bdb.bertsozale.eus/common/file/get/18826,"['Zortzikoa, txikiaren modekoa, 4 puntuz (hg) / Lau puntukoa, txikiaren modekoa (ip)', 'ABDE', '6/7']"
130,"
	 Ai zer plazera bost urten buruan I         
	",https://bdb.bertsozale.eus/common/file/get/30875,https://bdb.bertsozale.eus/common/file/get/22732,"['Zortziko handia (hg) / Lau puntuko handia (ip)', 'ABDE', '4/5/1/4/4']"
131,"
	 Aida txuri aida gorri         
	",https://bdb.bertsozale.eus/common/file/get/31121,https://bdb.bertsozale.eus/common/file/get/23875,"['Zortziko ertaina (hg) / Lau puntuko ertaina (ip)', 'ABDE', '8/7']"
132,"
	 Aieteko elizan         
	",https://bdb.bertsozale.eus/common/file/get/33236,https://bdb.bertsozale.eus/common/file/get/18829,"['Zortziko txikia (hg) / Lau puntuko txikia (ip)', 'AABA', '7/6']"
133,,,,[]
