title,mp3_url,midi_url,Mota,Errima,Silabak
"
	 Malenkonia batez         
	",https://bdb.bertsozale.eus/common/file/get/31854,https://bdb.bertsozale.eus/common/file/get/20209,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Markina Etxebarriko II         
	",https://bdb.bertsozale.eus/common/file/get/32422,https://bdb.bertsozale.eus/common/file/get/20251,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nahiz maitatu belaun bat         
	",https://bdb.bertsozale.eus/common/file/get/32014,https://bdb.bertsozale.eus/common/file/get/25696,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nere herri maitea         
	",https://bdb.bertsozale.eus/common/file/get/33306,https://bdb.bertsozale.eus/common/file/get/20323,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nere herri polita         
	",https://bdb.bertsozale.eus/common/file/get/33343,https://bdb.bertsozale.eus/common/file/get/20326,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nere maite polita I         
	",https://bdb.bertsozale.eus/common/file/get/33381,https://bdb.bertsozale.eus/common/file/get/20329,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Neska polit-polit bat         
	",https://bdb.bertsozale.eus/common/file/get/30788,https://bdb.bertsozale.eus/common/file/get/20344,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Neure bizi guztia         
	",https://bdb.bertsozale.eus/common/file/get/31014,https://bdb.bertsozale.eus/common/file/get/20359,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nik ikusi nituen         / Txomin eta Bartolo      
	",https://bdb.bertsozale.eus/common/file/get/31267,https://bdb.bertsozale.eus/common/file/get/20380,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nikolas Zabalari         
	",https://bdb.bertsozale.eus/common/file/get/31366,https://bdb.bertsozale.eus/common/file/get/20386,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Niño txikito hermoso         
	",https://bdb.bertsozale.eus/common/file/get/32274,https://bdb.bertsozale.eus/common/file/get/25717,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Nola deitzen den ez dut         
	",https://bdb.bertsozale.eus/common/file/get/31402,https://bdb.bertsozale.eus/common/file/get/20389,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Norat zoazte hor gaindi I         / Sarako iheslariena I       
	",https://bdb.bertsozale.eus/common/file/get/31578,https://bdb.bertsozale.eus/common/file/get/20404,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Ofizio berri bat         
	",https://bdb.bertsozale.eus/common/file/get/31799,https://bdb.bertsozale.eus/common/file/get/20419,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Oi azkaindar neskatxak         
	",https://bdb.bertsozale.eus/common/file/get/31912,https://bdb.bertsozale.eus/common/file/get/20428,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Oi penarik ez banu         / Baratzean zoin den eder II       
	",https://bdb.bertsozale.eus/common/file/get/32027,https://bdb.bertsozale.eus/common/file/get/20437,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Oi zer bizimodua         
	",https://bdb.bertsozale.eus/common/file/get/32390,https://bdb.bertsozale.eus/common/file/get/25723,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Olentzero joan zaigu I         / Hemen heldu gerade      
	",https://bdb.bertsozale.eus/common/file/get/32439,https://bdb.bertsozale.eus/common/file/get/20467,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Ongi egin duk mutil         
	",https://bdb.bertsozale.eus/common/file/get/32548,https://bdb.bertsozale.eus/common/file/get/20473,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Orain daukat goguan         / Don Simon Zamakola      
	",https://bdb.bertsozale.eus/common/file/get/32737,https://bdb.bertsozale.eus/common/file/get/20488,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Orain hasi bihagu         
	",https://bdb.bertsozale.eus/common/file/get/32774,https://bdb.bertsozale.eus/common/file/get/20491,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Orain nik gura neuke         
	",https://bdb.bertsozale.eus/common/file/get/32808,https://bdb.bertsozale.eus/common/file/get/20494,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Oroitz bat zor nioten         / Getariari      
	",https://bdb.bertsozale.eus/common/file/get/33498,https://bdb.bertsozale.eus/common/file/get/20512,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Osti txikian umil         
	",https://bdb.bertsozale.eus/common/file/get/30869,https://bdb.bertsozale.eus/common/file/get/20524,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Pekatariok ama II         
	",https://bdb.bertsozale.eus/common/file/get/31587,https://bdb.bertsozale.eus/common/file/get/20578,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Peru ta Txomin Anton         
	",https://bdb.bertsozale.eus/common/file/get/31694,https://bdb.bertsozale.eus/common/file/get/20587,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Pesta pollit-pollit bat         
	",https://bdb.bertsozale.eus/common/file/get/32574,https://bdb.bertsozale.eus/common/file/get/25738,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE.., '7/6'
"
	 Pilatok agindu du II         
	",https://bdb.bertsozale.eus/common/file/get/31768,https://bdb.bertsozale.eus/common/file/get/20590,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Sarasua da gure         
	",https://bdb.bertsozale.eus/common/file/get/33269,https://bdb.bertsozale.eus/common/file/get/25759,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Sartzen zait nahitasun bat         
	",https://bdb.bertsozale.eus/common/file/get/33375,https://bdb.bertsozale.eus/common/file/get/25768,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Terzio euskaldunak         / Aita arren semeai      
	",https://bdb.bertsozale.eus/common/file/get/32707,https://bdb.bertsozale.eus/common/file/get/20659,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Txakur txiki gorritxo bat I-D         / Txakur beltz txikitxo bat      
	",https://bdb.bertsozale.eus/common/file/get/30855,https://bdb.bertsozale.eus/common/file/get/25786,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Txikitatik entzun dut         
	",https://bdb.bertsozale.eus/common/file/get/33219,https://bdb.bertsozale.eus/common/file/get/20698,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Urriaren hiruan         
	",https://bdb.bertsozale.eus/common/file/get/33545,https://bdb.bertsozale.eus/common/file/get/20722,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Urrutitik gabiltza         
	",https://bdb.bertsozale.eus/common/file/get/30842,https://bdb.bertsozale.eus/common/file/get/20728,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Urrutitik kontuak         
	",https://bdb.bertsozale.eus/common/file/get/30882,https://bdb.bertsozale.eus/common/file/get/20731,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Urzo xuri edder bat         
	",https://bdb.bertsozale.eus/common/file/get/31071,https://bdb.bertsozale.eus/common/file/get/20743,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zamakola izan bazan         
	",https://bdb.bertsozale.eus/common/file/get/32421,https://bdb.bertsozale.eus/common/file/get/20812,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zenbat esker daukadan         
	",https://bdb.bertsozale.eus/common/file/get/32679,https://bdb.bertsozale.eus/common/file/get/20830,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zer egin al dezakeen         / Burni-bideari II       
	",https://bdb.bertsozale.eus/common/file/get/32756,https://bdb.bertsozale.eus/common/file/get/20836,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zer zoragarria dan         
	",https://bdb.bertsozale.eus/common/file/get/31188,https://bdb.bertsozale.eus/common/file/get/25810,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zeren bila zabiltza VI         / Errazu Madalena      
	",https://bdb.bertsozale.eus/common/file/get/31223,https://bdb.bertsozale.eus/common/file/get/25813,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zerutik jautsi zare I         
	",https://bdb.bertsozale.eus/common/file/get/33158,https://bdb.bertsozale.eus/common/file/get/20866,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zibilak esan naute         / Jaungoiko Jaunak gabon II          / Nere amak baleki   
	",https://bdb.bertsozale.eus/common/file/get/33264,https://bdb.bertsozale.eus/common/file/get/20875,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zortzikoa entzuten         
	",https://bdb.bertsozale.eus/common/file/get/31329,https://bdb.bertsozale.eus/common/file/get/25822,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zortzikoa kantari         / Artzaiak      
	",https://bdb.bertsozale.eus/common/file/get/30851,https://bdb.bertsozale.eus/common/file/get/20902,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zuk badakizu herri         
	",https://bdb.bertsozale.eus/common/file/get/30932,https://bdb.bertsozale.eus/common/file/get/20908,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zure pozetan goaz         
	",https://bdb.bertsozale.eus/common/file/get/31115,https://bdb.bertsozale.eus/common/file/get/20920,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
"
	 Zuri begira nago         / Oh Euskal Herri maitea      
	",https://bdb.bertsozale.eus/common/file/get/31185,https://bdb.bertsozale.eus/common/file/get/20926,'Zortziko txikia (hg) / Lau puntuko txikia (ip), 'ABDE, '7/6'
